rank,global_cell_id,scan_name,image_name,xmin,ymin,xmax,ymax,skeleton_length,num_junctions,num_components,num_end_nodes,num_start_nodes,total_nodes,end_to_start_ratio,soma_area,soma_perimeter,soma_circularity,cell_area,cell_perimeter,cell_convex_hull_area,cell_convex_hull_perimeter,cell_solidity,cell_convexity,cell_circularity,cell_convex_circularity,branch_area,branch_perimeter,sholl_min_radius,sholl_peak_radius,sholl_max_radius,sholl_peak,sholl_sum,min_dist_to_known,x_row_position
831,tile_x42496_y22528_gray_matter_cell_1,2017-160_Iba1_Temporal_pole_Batch_6,tile_x42496_y22528_gray_matter,51.47581,333.703,124.65251,441.50403,97,5,1,5,1,6,5.0,554,88.18376553058624,0.8952459178811499,1342,323.0193328857422,2957.0,231.02801382541656,0.4538383496787284,0.7152142002198221,0.1616238129103117,0.6961966026537124,808,373.64674949646,15,54,76,8,97,2.0678497946182635,88268
832,tile_x64000_y29184_gray_matter_cell_0,2016-020_Iba1_Temporal_pole_Batch_8,tile_x64000_y29184_gray_matter,25.097847,132.81308,112.14269,219.08432,112,2,5,7,5,12,1.4,416,74.76955199241638,0.9350904848469124,1158,287.4213538169861,2455.5,199.06266832351685,0.4715943799633476,0.6925813467925869,0.1761490730216005,0.7786999736433758,745,350.19090580940247,11,23,41,8,112,2.067459661846928,25118
833,tile_x4096_y27136_gray_matter_cell_1,2017-026_Iba1_Temporal_pole_Batch_8,tile_x4096_y27136_gray_matter,108.10411,285.71054,150.05684,377.9774,54,1,5,6,5,11,1.2,467,92.6690467596054,0.6833722720458667,650,213.722869515419,982.5,143.43635880947113,0.6615776081424937,0.671132477000188,0.1788221151847262,0.6001004040341139,269,167.4385987520218,8,8,40,5,54,2.0664858273328415,45988
834,tile_x45056_y37888_gray_matter_cell_1,2017-063_Iba1_Temporal_pole_Batch_6,tile_x45056_y37888_gray_matter,340.67142,77.34042,393.16348,161.4057,54,1,3,3,2,5,1.5,504,95.74011445045473,0.6909593783185212,1077,224.6518018245697,1756.0,183.65410482883453,0.6133257403189066,0.8175055946012388,0.2681672601749027,0.6542339789008051,576,292.2497808933258,10,37,54,6,54,2.0662746447342863,56911
835,tile_x36352_y39936_gray_matter_cell_2,2017-160_Iba1_Temporal_pole_Batch_6,tile_x36352_y39936_gray_matter,90.240234,310.61154,152.74274,402.09103,34,0,3,3,3,6,1.0,923,162.85281229019165,0.4373418518212711,1185,240.20815074443817,1720.5,197.95283126831052,0.6887532693984307,0.8240887357686549,0.2580790401218401,0.5517484293128316,326,226.55129659175876,20,21,47,5,34,2.065908587315805,87405
836,tile_x70656_y44544_gray_matter_cell_1,2017-160_Iba1_Temporal_pole_Batch_6,tile_x70656_y44544_gray_matter,333.28943,319.9804,387.57434,438.63287,84,1,4,4,3,7,1.3333333333333333,647,110.18376553058624,0.6696978799152999,1251,295.8650048971176,2193.5,226.0301461219788,0.570321404148621,0.7639637753054883,0.1795891002332273,0.5395289726107733,625,349.3208485841751,15,46,75,5,84,2.063729459089865,92349
837,tile_x34816_y41984_gray_matter_cell_0,2017-014_Iba1_Temporal_pole_Batch_6,tile_x34816_y41984_gray_matter,380.49176,154.80038,478.84174,227.38623,121,2,4,6,4,10,1.5,421,80.18376553058624,0.8228469525314025,1141,288.3502861261368,3348.0,231.3743615150452,0.3408004778972521,0.8024072548130995,0.172446639281197,0.7858955808635033,722,353.7056245803833,10,27,58,6,121,2.0635710043794666,35830
838,tile_x18432_y32768_gray_matter_cell_0,2018-001_Iba1_Temporal_pole_Batch_6,tile_x18432_y32768_gray_matter,256.31512,127.217896,351.02118,277.5207,184,5,5,10,5,15,2.0,683,122.71067690849304,0.5699881988951903,2345,456.4751765727997,5882.0,331.8454040288925,0.3986739204352261,0.7269736035163548,0.1414224577558648,0.6712174984173934,1675,548.1147857904434,12,64,79,12,184,2.0626328323403675,96410
839,tile_x17408_y10752_gray_matter_cell_1,2018-001_Iba1_Temporal_pole_Batch_6,tile_x17408_y10752_gray_matter,252.2091,311.82382,376.57617,388.4612,145,2,3,6,3,9,2.0,716,101.74011445045473,0.8692374771311001,2486,395.8061298131943,4165.0,279.33069801330566,0.5968787515006002,0.7057260536746597,0.1994095515089335,0.670791478012506,1770,395.8061298131943,12,64,97,7,145,2.0620533418789293,96032
840,tile_x68096_y29696_gray_matter_cell_0,2016-020_Iba1_Temporal_pole_Batch_8,tile_x68096_y29696_gray_matter,57.197113,66.263855,135.85939,162.60718,75,0,3,3,3,6,1.0,432,75.5979790687561,0.9498898327356968,801,192.75230705738068,1699.5,220.25114572048187,0.471315092674316,1.1426641220689258,0.2709213371535826,0.4402452516156975,369,192.75230705738068,12,14,81,4,75,2.0617175237441763,25790
841,tile_x30720_y29184_gray_matter_cell_1,2016-020_Iba1_Temporal_pole_Batch_8,tile_x30720_y29184_gray_matter,270.72586,237.42474,318.01315,284.65497,40,1,1,3,0,3,0.0,453,86.18376553058624,0.7664028929638927,755,154.1248904466629,961.5,123.0226310491562,0.7852314092563702,0.7982009310282684,0.3994029367458478,0.7983422813975855,321,179.1959581375122,17,23,31,9,40,2.060485587813622,19111
842,tile_x55296_y64512_gray_matter_cell_3,2017-063_Iba1_Temporal_pole_Batch_6,tile_x55296_y64512_gray_matter,140.6545,421.22656,181.8809,489.87292,33,0,1,1,1,2,1.0,459,80.76955199241638,0.8841525455146692,525,143.78174459934235,833.0,137.91904270648956,0.6302521008403361,0.9592249912588724,0.319125618590976,0.5503087234998142,127,102.32590091228484,15,15,48,1,33,2.0604021756581927,58443
843,tile_x81408_y41472_gray_matter_cell_1,2016-020_Iba1_Temporal_pole_Batch_8,tile_x81408_y41472_gray_matter,13.702568,269.43042,84.68597,378.55176,151,3,4,6,5,11,1.2,634,110.1248904466629,0.6569436863513018,1445,397.7472547292709,4193.0,268.7788828611374,0.3446219890293346,0.6757529553386443,0.1147792359615233,0.7293641911250895,866,394.57568180561066,7,42,71,7,151,2.0589006546122306,27767
844,tile_x14848_y43008_gray_matter_cell_7,2018-001_Iba1_Temporal_pole_Batch_6,tile_x14848_y43008_gray_matter,12.251137,148.62286,71.89383,257.1084,134,2,2,3,1,4,3.0,203,62.97056245803833,0.6433254863378565,1018,361.0193328857422,3024.5,248.07898271083832,0.3365845594313109,0.6871625979912606,0.0981514507797432,0.6175661851762102,889,367.50461411476135,11,50,101,5,134,2.05777364996393,95072
845,tile_x75264_y24064_gray_matter_cell_3,2017-129_Iba1_Tp_B8_100,tile_x75264_y24064_gray_matter,168.57565,204.07434,300.31528,276.87036,157,3,3,6,3,9,2.0,769,112.911687374115,0.7579811554592959,1085,355.8061298131943,4336.5,267.93880927562714,0.2502017756255044,0.7530471985299991,0.1076992677595179,0.7590632554149338,396,285.0365778207779,20,47,63,7,157,2.0576211686630788,79737
846,tile_x81920_y24576_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_6,tile_x81920_y24576_gray_matter,178.72021,155.10123,311.88968,265.92148,244,4,5,10,5,15,2.0,322,67.11269783973694,0.8983722765393124,1343,495.5878744125366,6783.0,329.8334881067276,0.1979949874686716,0.6655398671682754,0.0687138896100557,0.78350574609887,1050,510.9015827178955,10,35,68,9,244,2.0555041706193626,62171
847,tile_x30208_y18944_gray_matter_cell_1,2017-014_Iba1_Temporal_pole_Batch_6,tile_x30208_y18944_gray_matter,359.83795,387.63623,470.54987,489.64313,171,5,4,6,7,13,0.8571428571428571,599,126.1248904466629,0.4731894817488832,1454,427.78888487815857,4469.5,268.71874594688416,0.3253160308759369,0.6281573819371669,0.0998424611768123,0.777808844959779,928,538.0142805576324,6,43,84,8,171,2.054856661791384,34873
848,tile_x86528_y28160_gray_matter_cell_2,2017-063_Iba1_Temporal_pole_Batch_8,tile_x86528_y28160_gray_matter,129.23965,328.3797,250.59097,437.7928,210,4,5,9,4,13,2.25,737,127.39696860313416,0.5706359958952825,1492,529.8721451759338,5866.5,318.0286878347397,0.2543254069717889,0.6001989172862529,0.0667784766550834,0.7288805214070601,1016,467.5878744125366,10,34,86,10,210,2.054468836761756,68953
849,tile_x99840_y20480_gray_matter_cell_1,2017-014_Iba1_Temporal_pole_Batch_6,tile_x99840_y20480_gray_matter,146.50488,404.8722,249.59299,476.93054,162,2,5,6,4,10,1.5,307,64.5269113779068,0.9265449297726576,1231,394.6761870384216,3653.5,239.73082375526428,0.3369371835226495,0.6074114213835925,0.0993084193075928,0.7988610012414962,927,424.2325359582901,10,29,71,13,162,2.0536201681565482,43045
850,tile_x7680_y65024_gray_matter_cell_1,2018-001_Iba1_Temporal_pole_Batch_6,tile_x7680_y65024_gray_matter,215.42918,26.293564,344.10376,180.0659,180,4,3,7,3,10,2.333333333333333,762,100.6690467596054,0.9448718767742664,1378,369.7056245803833,6527.0,314.6813613176346,0.2111230274245442,0.8511673623434823,0.1266913505794769,0.8282881272354423,636,404.6761870384216,16,35,71,8,180,2.0530775171189686,106290
851,tile_x60416_y42496_gray_matter_cell_3,2017-129_Iba1_Tp_B8_100,tile_x60416_y42496_gray_matter,371.92883,441.04315,440.41296,500.57452,77,1,2,2,3,5,0.6666666666666666,576,87.35533845424652,0.9485351866793736,1295,214.75230705738068,1736.5,155.9657685756683,0.7457529513389001,0.7262588733633261,0.3528612402307097,0.8970694611216076,721,238.0660153627396,14,23,35,8,77,2.052440733099422,77931
852,tile_x87552_y10240_gray_matter_cell_1,2014-048_Iba1_Temporal_pole_Batch_8,tile_x87552_y10240_gray_matter,367.12415,52.839993,473.87683,135.42593,178,5,3,10,3,13,3.333333333333333,286,63.11269783973694,0.9022822356739096,1377,418.8599525690079,4186.5,267.36108779907227,0.3289143676101755,0.63830663724058,0.0986293397503102,0.73597753898688,1114,427.9310202598572,10,46,73,10,178,2.0514877363327226,14600
853,tile_x80384_y30720_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_8,tile_x80384_y30720_gray_matter,99.745766,104.65703,161.1417,159.65736,32,0,3,3,3,6,1.0,496,82.76955199241638,0.9098092155351424,1233,166.02438521385193,1367.5,147.02873980998993,0.9016453382084096,0.8855852085861111,0.5621201832455605,0.7949370324768438,737,166.02438521385193,11,16,37,3,32,2.051330683216362,68581
854,tile_x43008_y65536_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_6,tile_x43008_y65536_gray_matter,114.53102,384.02704,204.60326,451.9234,82,0,4,4,4,8,1.0,513,87.84061968326569,0.8354807488397525,606,223.5807341337204,2122.5,196.02145993709564,0.2855123674911661,0.8767368114099583,0.1523399232700006,0.6941451987422356,187,160.36753106117249,13,20,52,6,82,2.051297915612983,56687
855,tile_x19968_y55808_gray_matter_cell_0,2017-129_Iba1_Tp_B8_100,tile_x19968_y55808_gray_matter,292.12933,121.73956,429.3686,283.20673,163,2,6,8,6,14,1.3333333333333333,1141,190.0660153627396,0.3969049985271281,2257,512.4163014888763,6188.5,337.69545245170593,0.3647087339419891,0.6590255842183363,0.1080178548077904,0.6819379107916599,1148,561.2863587141037,13,24,76,15,163,2.051182613749004,71298
856,tile_x98816_y24064_gray_matter_cell_0,2017-014_Iba1_Temporal_pole_Batch_6,tile_x98816_y24064_gray_matter,369.33264,69.13542,413.61816,103.56377,9,0,1,1,1,2,1.0,537,87.69848430156708,0.8774047369192826,625,112.32590091228484,682.5,101.03592586517334,0.9157509157509156,0.8994891208936054,0.622486676357713,0.8401578094212355,151,112.08326029777528,13,13,21,1,9,2.0501656288545065,43007
857,tile_x78848_y26112_gray_matter_cell_0,2017-129_Iba1_Tp_B8_100,tile_x78848_y26112_gray_matter,21.21201,324.05133,111.45407,410.55402,43,0,3,2,2,4,1.0,653,115.53910398483276,0.6147026067708893,962,232.55129659175876,1788.5,204.06378042697904,0.5378809057869723,0.8775000759733919,0.2235359640823423,0.5397180623141665,377,232.89444243907928,6,24,66,2,43,2.049038734601459,80130
858,tile_x84992_y45568_gray_matter_cell_0,2017-129_Iba1_Tp_B8_100,tile_x84992_y45568_gray_matter,392.47296,53.205914,488.73334,160.80244,131,4,3,7,3,10,2.333333333333333,533,88.08326029777527,0.8632772791414047,1131,342.29141104221344,3302.0,245.6091786623001,0.3425196850393701,0.7175440888641231,0.1213054925249463,0.6878563444606314,642,361.8477599620819,14,26,64,14,131,2.0490141821077184,80711
859,tile_x65024_y27648_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x65024_y27648_gray_matter,437.80554,192.61697,507.43414,291.47623,122,4,3,7,2,9,3.5,469,86.18376553058624,0.7934723108169219,1188,335.9482651948929,2356.5,226.01716899871823,0.5041374920432845,0.6727737345736834,0.1322761357360039,0.5796881818659573,747,353.8477599620819,13,50,65,7,122,2.048970462544472,91434
860,tile_x42496_y47616_gray_matter_cell_1,2016-020_Iba1_Temporal_pole_Batch_8,tile_x42496_y47616_gray_matter,269.39096,2.5526276,377.5021,120.36546,166,4,5,10,5,15,2.0,1014,171.722869515419,0.4321072419991167,1570,465.5289993286133,7106.0,346.5235263109207,0.2209400506614129,0.744365070297828,0.0910366015438351,0.7436517712583499,869,409.1025931835175,12,50,64,11,166,2.0482262971787524,21296
861,tile_x46080_y34816_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_6,tile_x46080_y34816_gray_matter,300.47705,177.43903,351.6604,228.29547,44,1,1,1,2,3,0.5,411,75.5979790687561,0.9037146325332672,1325,149.1959581375122,1348.0,134.10636031627655,0.9829376854599406,0.8988605454892569,0.7480172730559379,0.9418917753330736,914,149.1959581375122,12,21,29,10,44,2.048002495468965,57040
862,tile_x53248_y25600_gray_matter_cell_2,2017-160_Iba1_Temporal_pole_Batch_6,tile_x53248_y25600_gray_matter,240.47533,192.58633,293.75403,242.34879,9,0,1,1,1,2,1.0,987,130.95331752300262,0.7232592661342211,1184,145.39696860313416,1234.0,136.35834884643555,0.959481361426256,0.937834881679206,0.7038025928653041,0.8339913691704629,341,173.4385987520218,26,31,35,2,9,2.0467909321389186,89664
863,tile_x77312_y19968_gray_matter_cell_0,2017-014_Iba1_Temporal_pole_Batch_6,tile_x77312_y19968_gray_matter,192.04364,242.94424,313.2647,334.01248,210,6,3,10,3,13,3.333333333333333,575,128.22539567947388,0.439470383725446,1198,442.3746713399887,6933.0,328.35967659950256,0.1727967690754363,0.7422659972933678,0.0769283072289019,0.8080373314367777,737,380.9188276529312,11,44,74,9,210,2.044160224850982,40959
864,tile_x22528_y38400_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x22528_y38400_gray_matter,12.301773,84.22119,173.08798,297.6178,301,3,7,11,6,17,1.8333333333333333,736,159.29646337032318,0.364481433580168,2159,740.3401814699173,17513.5,531.7622898817062,0.1232763296885259,0.7182674980924477,0.0494993919645772,0.7783012695326788,1549,698.6833273172379,10,73,136,8,301,2.0438974147318785,44139
865,tile_x40960_y9216_gray_matter_cell_0,2017-014_Iba1_Temporal_pole_Batch_6,tile_x40960_y9216_gray_matter,94.00772,143.18912,267.25488,319.41074,291,6,5,12,4,16,3.0,624,122.46803629398346,0.5228160905266571,1842,766.2396762371063,15117.5,469.3394000530243,0.121845543244584,0.6125229671711638,0.0394248652376287,0.8624140309418995,1350,701.9554054737091,20,40,95,12,291,2.0431471935858827,37109
866,tile_x17408_y23040_gray_matter_cell_2,2017-160_Iba1_Temporal_pole_Batch_6,tile_x17408_y23040_gray_matter,150.95407,203.85782,247.36606,278.709,75,1,4,5,4,9,1.25,628,99.9827550649643,0.7894403280482002,1284,269.8650048971176,2500.5,207.8333170413971,0.5134973005398921,0.7701380811514659,0.2215550975584435,0.7274554213587044,658,326.634556889534,12,21,45,4,75,2.0421130358321347,82970
867,tile_x3072_y39424_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_8,tile_x3072_y39424_gray_matter,154.92297,267.29398,278.81012,363.3527,129,2,3,5,3,8,1.6666666666666667,321,65.11269783973694,0.9514446236958358,896,321.22034335136414,3373.0,262.09581875801086,0.2656388971242218,0.8159377952949872,0.1091218674702529,0.6170296305344164,596,340.29141104221344,10,14,76,5,129,2.0418611639418334,64110
868,tile_x14336_y38912_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_8,tile_x14336_y38912_gray_matter,126.489655,255.56915,228.77579,429.70795,145,4,3,7,3,10,2.333333333333333,2113,247.42135381698608,0.4337455211182211,1314,646.6416971683502,6167.5,348.8690716028213,0.2130522902310498,0.5395090869186477,0.0394891529352529,0.6367868452462357,526,307.0782079696655,31,50,124,5,145,2.0414265698246887,62864
869,tile_x24576_y27648_gray_matter_cell_9,2018-001_Iba1_Temporal_pole_Batch_6,tile_x24576_y27648_gray_matter,309.5763,320.5171,412.15106,359.12976,75,0,3,2,2,4,1.0,562,97.11269783973694,0.7488488051459785,1314,304.4507913589477,2227.5,215.4546926021576,0.5898989898989899,0.7076831419634456,0.1781439241603611,0.6029977085928119,806,321.2792184352875,14,62,67,5,75,2.0413016065330556,98336
870,tile_x14848_y47104_gray_matter_cell_2,2017-129_Iba1_Tp_B8_100,tile_x14848_y47104_gray_matter,308.04742,36.44966,378.60693,133.5973,68,1,3,4,3,7,1.3333333333333333,805,109.63960921764374,0.8415322934732331,1176,267.0365778207779,2119.0,212.10194754600525,0.5549787635677206,0.7942805037306832,0.207240999575251,0.5919043179576348,394,255.0365778207779,17,29,65,5,68,2.037744314270331,70250
871,tile_x51712_y57856_gray_matter_cell_0,2016-020_Iba1_Temporal_pole_Batch_8,tile_x51712_y57856_gray_matter,214.68579,1.387783,278.75345,42.410324,15,0,2,1,3,4,0.3333333333333333,1133,133.78174459934235,0.7955107698497467,1420,155.29646337032318,1445.5,144.5436235666275,0.9823590453130404,0.9307592744204726,0.7399034927822211,0.8694209166941381,404,194.30865597724917,16,20,28,5,15,2.0371529762742693,23089
872,tile_x22528_y20992_gray_matter_cell_0,2017-129_Iba1_Tp_B8_100,tile_x22528_y20992_gray_matter,148.74698,272.7944,337.51144,385.21243,297,6,4,10,4,14,2.5,638,102.5269113779068,0.7627018395071219,2961,747.4112491607666,11251.0,450.8518866300583,0.2631766065238645,0.6032179568293881,0.0666084014881315,0.6955577692872522,2323,843.9381605386734,16,37,131,20,297,2.0370465584549406,71765
873,tile_x62976_y24064_gray_matter_cell_0,2017-129_Iba1_Tp_B8_100,tile_x62976_y24064_gray_matter,389.49622,349.68637,486.52515,405.8597,50,2,3,4,2,6,2.0,266,59.455843687057495,0.9455889931007374,576,163.0538227558136,892.5,136.6806445121765,0.6453781512605042,0.838254768898408,0.2722515600834301,0.6003493610425116,325,173.88224983215332,9,14,46,7,50,2.0358727214297216,78249
874,tile_x76288_y25088_gray_matter_cell_1,2014-048_Iba1_Temporal_pole_Batch_8,tile_x76288_y25088_gray_matter,428.9505,181.19217,478.32062,267.38275,50,1,3,4,3,7,1.3333333333333333,402,75.01219260692596,0.8977846938891566,913,175.68123936653137,1343.0,167.2582951784134,0.6798212956068503,0.9520555284190316,0.3717319316231452,0.603268355640925,511,175.68123936653137,11,28,46,3,50,2.0356463457707874,12687
875,tile_x21504_y14848_gray_matter_cell_0,2017-014_Iba1_Temporal_pole_Batch_6,tile_x21504_y14848_gray_matter,396.1654,192.92862,469.40088,250.12222,111,3,2,4,3,7,1.3333333333333333,277,61.21320307254791,0.9289651518800364,527,252.00714027881625,2453.5,201.5102688074112,0.2147951905441206,0.7996212670183226,0.1042785027927093,0.7592793028567063,363,211.8650048971176,9,52,68,11,111,2.033333101396121,33505
876,tile_x36864_y49152_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_6,tile_x36864_y49152_gray_matter,251.58058,374.8354,318.11804,470.65265,77,1,2,3,2,5,1.5,360,90.911687374115,0.5473598371001862,903,191.5807341337204,1805.0,207.23139882087708,0.5002770083102493,1.0816922680556844,0.3091675810806509,0.5281727041875213,543,283.3208485841751,14,32,74,8,77,2.032163425665735,55767
877,tile_x32256_y8704_gray_matter_cell_2,2014-048_Iba1_Temporal_pole_Batch_8,tile_x32256_y8704_gray_matter,330.79633,226.73744,434.1142,296.79688,97,2,4,6,4,10,1.5,591,92.6690467596054,0.8648244384991589,1693,311.8061298131943,2999.5,229.91453659534452,0.5644274045674279,0.7373637482145983,0.2188252960105691,0.7130596612952834,1102,311.8061298131943,12,27,55,6,97,2.0316762439675755,2993
878,tile_x10240_y41984_gray_matter_cell_0,2016-032_Iba1_Temporal_pole_Batch_8,tile_x10240_y41984_gray_matter,218.03741,338.42773,332.41992,456.94482,184,4,6,9,6,15,1.5,267,58.87005722522736,0.9681267261483496,722,277.52185904979706,4556.5,278.5413165092468,0.1584549544606606,1.0036734312134556,0.1178020015281958,0.7380095653772877,468,307.0782079696655,8,11,89,9,184,2.0314816518605108,28604
879,tile_x32768_y46592_gray_matter_cell_0,2018-001_Iba1_Temporal_pole_Batch_6,tile_x32768_y46592_gray_matter,424.66302,282.4521,510.66846,341.18054,77,2,4,4,6,10,0.6666666666666666,705,104.18376553058624,0.8162043042665508,1391,244.1665205955505,2112.5,203.0550407171249,0.6584615384615384,0.8316252376527711,0.2932005394601922,0.6438415963997379,693,308.69343197345734,12,17,51,6,77,2.0303381590907525,102568
880,tile_x41984_y37888_gray_matter_cell_1,2017-160_Iba1_Temporal_pole_Batch_6,tile_x41984_y37888_gray_matter,276.3394,49.777462,345.38278,128.06812,162,7,2,10,1,11,10.0,205,50.62741661071777,1.005060467625063,1091,401.6051193475723,2748.0,202.2651742696762,0.3970160116448326,0.5036419221903001,0.0850033681018672,0.8440814700752629,941,368.29141104221344,9,22,52,17,162,2.0302816490286753,88241
881,tile_x57856_y41472_gray_matter_cell_2,2017-160_Iba1_Temporal_pole_Batch_6,tile_x57856_y41472_gray_matter,158.36511,340.69873,240.32602,453.31653,139,1,5,5,4,9,1.25,519,95.84061968326569,0.7100321202523453,1005,354.534051656723,3908.0,267.1815402507782,0.257164790174002,0.7536131973847078,0.1004754634412765,0.687941518635931,609,312.14927566051483,11,19,73,8,139,2.029640051155256,90414
882,tile_x26112_y17920_gray_matter_cell_3,2018-001_Iba1_Temporal_pole_Batch_6,tile_x26112_y17920_gray_matter,213.26547,208.36627,283.0379,280.94904,51,0,3,3,3,6,1.0,405,81.01219260692596,0.7754684158693679,700,195.3380935192108,1475.5,176.77170085906982,0.4744154523890206,0.9049525244889572,0.2305334844538196,0.5933672830346715,332,227.48022890090945,11,14,56,4,51,2.0292150365863955,99068
883,tile_x23552_y24064_gray_matter_cell_2,2018-001_Iba1_Temporal_pole_Batch_6,tile_x23552_y24064_gray_matter,208.04855,271.7494,268.97736,344.31738,87,4,2,2,4,6,0.5,856,138.95331752300262,0.5571162017836695,1595,211.722869515419,2042.5,186.459357380867,0.780905752753978,0.8806765079635757,0.4471312343492898,0.738250182475259,809,245.76449966430664,13,42,50,11,87,2.028219493310975,97834
884,tile_x26112_y47616_gray_matter_cell_1,2014-048_Iba1_Temporal_pole_Batch_8,tile_x26112_y47616_gray_matter,210.96533,128.443,271.55048,197.25177,41,0,3,3,3,6,1.0,627,113.01219260692596,0.616917092211792,1290,199.92387998104093,1933.5,176.27228605747223,0.6671838634600465,0.8816970042507597,0.4055741166575565,0.7819625725173269,663,290.1076455116272,14,23,35,4,41,2.0273580714155615,1929
885,tile_x32768_y53248_gray_matter_cell_1,2017-063_Iba1_Temporal_pole_Batch_6,tile_x32768_y53248_gray_matter,76.663055,417.89688,206.28583,480.4017,67,0,3,3,3,6,1.0,1320,145.39696860313416,0.7846447825863186,1898,254.4091612100601,3242.0,270.4906852245331,0.5854410857495373,1.063211261489105,0.3685026199577427,0.5568243853883353,578,391.8061298131943,19,27,81,3,67,2.0272970839916877,55247
886,tile_x70144_y56320_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_6,tile_x70144_y56320_gray_matter,299.80038,8.319702,485.41074,156.53644,278,7,3,9,3,12,3.0,371,69.11269783973694,0.9760410452500587,2127,615.3868639469147,9646.5,416.93031442165375,0.2204944798631628,0.677509285374703,0.0705798792158115,0.6973530203123228,1756,685.3279888629913,11,38,88,14,278,2.027196051198766,60539
887,tile_x89088_y30208_gray_matter_cell_0,2017-129_Iba1_Tp_B8_100,tile_x89088_y30208_gray_matter,322.4602,96.18921,488.94397,283.2841,396,6,4,10,4,14,2.5,616,93.49747383594512,0.8855046010677469,1899,650.3990565538406,14793.0,477.3484771251679,0.1283715270736159,0.733931687500307,0.0564124580444286,0.8158212972427712,1299,696.7838325500488,15,68,104,12,396,2.026679654642974,81055
888,tile_x51200_y31232_gray_matter_cell_0,2016-020_Iba1_Temporal_pole_Batch_8,tile_x51200_y31232_gray_matter,307.97662,15.370041,401.83167,99.38315,151,5,5,8,4,12,2.0,754,112.32590091228484,0.750967926357945,1217,420.8183224201202,3724.0,230.32656300067904,0.3267991407089151,0.5473301677457251,0.0863597071187927,0.882127746016361,584,383.8477599620819,11,37,56,12,151,2.0264069676761696,22880
889,tile_x8704_y23040_gray_matter_cell_1,2017-160_Iba1_Temporal_pole_Batch_6,tile_x8704_y23040_gray_matter,56.119843,33.851715,191.90219,165.577,205,6,8,12,8,20,1.5,848,142.02438521385193,0.5282991114746655,1975,496.41630148887634,7392.5,375.8369227647781,0.2671626648630368,0.7571002838495622,0.1007128520671086,0.6576613355173379,1143,589.5706294775009,13,41,85,9,205,2.0261118997712826,93238
890,tile_x23552_y14336_gray_matter_cell_1,2017-014_Iba1_Temporal_pole_Batch_6,tile_x23552_y14336_gray_matter,1.8898315,60.648865,172.2262,243.26248,192,3,2,5,2,7,2.5,429,80.18376553058624,0.8384829991353246,1629,524.9432128667831,5089.0,398.7038812637329,0.3201021811750835,0.7595181183243787,0.0742858844363608,0.4022919924228338,1231,554.156415939331,16,24,107,7,192,2.0254563245682666,33721
891,tile_x1024_y31744_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x1024_y31744_gray_matter,336.95282,94.32979,399.5672,127.09633,22,1,1,2,1,3,2.0,541,87.5979790687561,0.8859698754694104,631,135.29646337032318,736.0,119.99222719669342,0.8573369565217391,0.8868836938350697,0.4331779428992183,0.6423643782382035,180,132.81118214130402,17,19,35,3,22,2.0251278015858305,81515
892,tile_x81920_y35840_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_6,tile_x81920_y35840_gray_matter,277.4513,90.72839,414.9115,218.79883,213,3,5,8,5,13,1.6,450,82.76955199241638,0.825431747965351,1977,523.1858534812927,7237.0,353.08901810646057,0.2731794942655796,0.6748825790242545,0.0907621026215123,0.7294575375458074,1529,583.4701242446899,12,14,72,9,213,2.0246523677668518,62185
893,tile_x25600_y12288_gray_matter_cell_2,2017-014_Iba1_Temporal_pole_Batch_6,tile_x25600_y12288_gray_matter,17.486883,7.959503,80.62719,81.86066,73,1,4,6,3,9,2.0,496,83.01219260692596,0.9044983321647948,944,220.1665205955505,1932.5,179.06485497951508,0.4884864165588616,0.8133155508618866,0.2447255426233076,0.7573709723408862,469,269.9655101299286,12,17,51,6,73,2.024330427670638,34035
894,tile_x15360_y54272_gray_matter_cell_2,2018-001_Iba1_Temporal_pole_Batch_6,tile_x15360_y54272_gray_matter,59.16545,160.37558,148.93764,245.69913,123,1,4,5,4,9,1.25,632,104.76955199241638,0.7235303757190458,1617,395.6051193475723,3862.5,239.74178445339203,0.4186407766990291,0.6060128464686493,0.1298362842347793,0.8444829571781431,985,479.546244263649,10,55,59,9,123,2.0240406020081005,95353
895,tile_x34816_y10240_gray_matter_cell_0,2017-129_Iba1_Tp_B8_100,tile_x34816_y10240_gray_matter,299.81274,273.58618,421.64917,377.69153,136,3,6,8,5,13,1.6,713,125.68123936653136,0.5672290758577169,1484,407.0193328857422,3866.5,263.2078146934509,0.3838096469675417,0.6466715298934909,0.1125676730656683,0.701342762557697,813,424.2325359582901,23,52,63,7,136,2.0238412790281757,74196
